Date,Close_BTC,Volume_BTC,Close_NASDAQ,Volume_NASDAQ,MA_Close_BTC,MA_Close_NASDAQ,Volatility_BTC,Volatility_NASDAQ,Rolling_Correlation
2020-02-14,10312.1162109375,43338264162,9731.1796875,2226720000,10063.306222098214,9647.014229910714,2.838696187162306,0.7240045463668754,-0.21532538475704788
2020-02-18,10141.99609375,47271023953,9732.740234375,2279420000,10122.191127232143,9669.955636160714,2.8159013502354924,0.7250764823574868,-0.1570346516859019
2020-02-19,9633.38671875,46992019710,9817.1796875,2470860000,10098.96875,9712.33705357143,2.952873419012181,0.6852826993856529,-0.2220993304847676
2020-02-20,9608.4755859375,44925260237,9750.9697265625,2745730000,10063.520786830357,9729.84849330357,2.850713353265412,0.6934155323065461,-0.1963257916195603
2020-02-21,9686.44140625,40930547513,9576.58984375,2750160000,9988.97865513393,9720.94126674107,2.8319359280720215,0.733744963948292,-0.17729856129015084
2020-02-24,9650.1748046875,45080496648,9221.2802734375,3188590000,9892.424386160714,9648.844168526786,2.8410869612326386,0.736027069218039,-0.07778039399487457
2020-02-25,9341.705078125,42515259129,8965.6103515625,3595520000,9767.756556919643,9542.221400669643,2.877210327306556,0.989268764183055,0.03747147990465381
2020-02-26,8820.5224609375,50420050762,8980.7802734375,3587950000,9554.67173549107,9435.021484375,3.0801555826500344,0.9814821685345123,0.028342541040422258
2020-02-27,8784.494140625,45470195695,8566.48046875,4559900000,9360.742885044643,9268.41294642857,2.6800979720515166,1.0438328683426317,0.0550284077305175
2020-02-28,8672.455078125,44605450443,8567.3701171875,5320020000,9223.46693638393,9089.868722098214,2.6919969634038083,1.2478538548881781,0.05262129804629388
2020-03-02,8869.669921875,42857674409,8952.169921875,4249020000,9117.923270089286,8975.754464285714,2.7594085773283443,1.3851196554488072,0.13449232900724917
2020-03-03,8787.7861328125,42386715821,8684.08984375,4336700000,8989.5439453125,8848.254464285714,2.7358742969799343,1.5035401829989687,0.1410914028276059
2020-03-04,8755.24609375,34746706368,9018.08984375,3634760000,8861.696986607143,8819.227260044643,2.731645495610426,1.552500132248799,0.12089678892518652
2020-03-05,9078.7626953125,39698054597,8738.58984375,3763860000,8824.1337890625,8786.79575892857,2.8042133419720208,1.5553455469432802,0.047040028475825786
2020-03-06,9122.5458984375,40826885651,8575.6201171875,4292730000,8867.279994419643,8728.915736607143,2.7320911845622198,1.5712271695305566,0.055470797962138434
2020-03-09,7923.64453125,46936995808,7950.68017578125,4554110000,8744.301478794643,8640.944266183036,2.7734777487001803,1.5477836347180427,0.4016634361673774
2020-03-10,7909.7294921875,42213940994,8344.25,4447260000,8635.34068080357,8609.06996372768,2.697891204291635,1.5677102920772208,0.42653730418413166
2020-03-11,7911.43017578125,38682762605,7952.0498046875,4302610000,8498.449288504464,8466.19566127232,2.533523072525946,1.6224679677388354,0.38342771377968343
2020-03-12,4970.7880859375,53980357243,7201.7998046875,5099350000,7953.163853236607,8254.43994140625,7.236204996305803,1.6935328969312367,0.610768202459727
2020-03-13,5563.70703125,74156772075,7874.8798828125,4701070000,7497.229701450893,8091.124232700893,7.549448549897883,1.8036972111485552,0.659872945337935
2020-03-16,5014.47998046875,45368026430,6904.58984375,4618120000,6916.617885044643,7829.124232700893,7.625003836943315,2.1506331602998188,0.6560754380476098
2020-03-17,5225.62939453125,38622642935,7334.77978515625,4920210000,6359.91552734375,7651.861328125,7.693737166463466,2.2554273964028027,0.6615971497532991
2020-03-18,5238.4384765625,37878801016,6989.83984375,4935000000,5976.314662388393,7514.598423549107,7.6968771596470695,2.263625554540163,0.6497753838647039
2020-03-19,6191.19287109375,51000731797,7150.580078125,4778490000,5730.809430803572,7344.074148995535,8.38916783827883,2.2949290556515765,0.6408796755804144
2020-03-20,6198.7783203125,54442976103,6879.52001953125,5260300000,5486.144880022322,7190.855608258928,8.384096785480182,2.480906852672163,0.6322402990178635
2020-03-23,6416.31494140625,46491916000,6860.669921875,4348410000,5692.648716517857,7142.122767857143,8.602355499397875,2.4814508299409965,0.6317533148343958
2020-03-24,6734.8037109375,48221910672,7417.85986328125,4441080000,5859.9482421875,7076.834193638393,8.635709914963757,2.5340695026994635,0.6302344032137407
2020-03-25,6681.06298828125,44590107888,7384.2998046875,4683630000,6098.031529017857,7145.364188058035,8.610255627022095,2.534464904044752,0.6301603994490192
2020-03-26,6716.4404296875,35319797642,7797.5400390625,4014670000,6311.004534040178,7211.472795758928,8.607696271178511,2.665163953931901,0.6183659047038752
2020-03-27,6469.79833984375,34585598367,7502.3798828125,3989120000,6486.9130859375,7284.692801339285,8.630761853152249,2.6675578275223684,0.6198482094278136
2020-03-30,6429.841796875,37101651525,7774.14990234375,3870770000,6521.005789620535,7373.774204799107,8.776309040641928,2.7046500309266164,0.6129537383071405
